species	assembly_name	base_pairs	golden_path_length	coding_genes_alternative	non_coding_genes_alternative	small_non_coding_genes_alternative	long_non_coding_genes_alternative	misc_non_coding_genes_alternative	pseudogenes_alternative	gene_transcripts_alternative	coding_genes	non_coding_genes	small_non_coding_genes	long_non_coding_genes	misc_non_coding_genes	pseudogenes	gene_transcripts	genscan_gene_predictions	short_variants	structural_variants	fgenesh_gene_prediction	total_length	ungapped_length	n50	spanned_gaps	unspanned_gaps	scaffold_count	count_contig	contig_N50	contig_L50	contig_N75	contig_N90	scaf_L50	scaf_N75	scaf_N90	replicon_count	count_non_chromosome_replicon	count_alt_loci_units	count_regions	count_patches	domain	kingdom	phylum	class	order	family	genus	3prime_overlapping_ncRNA	antisense	artifact	bidirectional_promoter_lncRNA	IG_C_gene	IG_C_pseudogene	IG_D_gene	IG_D_pseudogene	IG_J_gene	IG_J_pseudogene	IG_LV_gene	IG_pseudogene	IG_V_gene	IG_V_pseudogene	lincRNA	lncRNA	macro_lncRNA	miRNA	misc_RNA	Mt_rRNA	Mt_tRNA	ncRNA	nontranslating_CDS	polymorphic_pseudogene	pre_miRNA	processed_pseudogene	processed_transcript	protein_coding	pseudogene	ribozyme	rRNA	rRNA_pseudogene	scaRNA	scRNA	sense_intronic	sense_overlapping	snoRNA	snRNA	sRNA	TEC	TR_C_gene	TR_D_gene	TR_J_gene	TR_J_pseudogene	TR_V_gene	TR_V_pseudogene	transcribed_processed_pseudogene	transcribed_unitary_pseudogene	transcribed_unprocessed_pseudogene	translated_processed_pseudogene	translated_unprocessed_pseudogene	transposable_element	tRNA	unitary_pseudogene	unknown_likely_coding	unprocessed_pseudogene	vault_RNA	Y_RNA	3prime_overlapping_ncRNA_proportion	antisense_proportion	artifact_proportion	bidirectional_promoter_lncRNA_proportion	IG_C_gene_proportion	IG_C_pseudogene_proportion	IG_D_gene_proportion	IG_D_pseudogene_proportion	IG_J_gene_proportion	IG_J_pseudogene_proportion	IG_LV_gene_proportion	IG_pseudogene_proportion	IG_V_gene_proportion	IG_V_pseudogene_proportion	lincRNA_proportion	lncRNA_proportion	macro_lncRNA_proportion	miRNA_proportion	misc_RNA_proportion	Mt_rRNA_proportion	Mt_tRNA_proportion	ncRNA_proportion	nontranslating_CDS_proportion	polymorphic_pseudogene_proportion	pre_miRNA_proportion	processed_pseudogene_proportion	processed_transcript_proportion	protein_coding_proportion	pseudogene_proportion	ribozyme_proportion	rRNA_proportion	rRNA_pseudogene_proportion	scaRNA_proportion	scRNA_proportion	sense_intronic_proportion	sense_overlapping_proportion	snoRNA_proportion	snRNA_proportion	sRNA_proportion	TEC_proportion	TR_C_gene_proportion	TR_D_gene_proportion	TR_J_gene_proportion	TR_J_pseudogene_proportion	TR_V_gene_proportion	TR_V_pseudogene_proportion	transcribed_processed_pseudogene_proportion	transcribed_unitary_pseudogene_proportion	transcribed_unprocessed_pseudogene_proportion	translated_processed_pseudogene_proportion	translated_unprocessed_pseudogene_proportion	transposable_element_proportion	tRNA_proportion	unitary_pseudogene_proportion	unknown_likely_coding_proportion	unprocessed_pseudogene_proportion	vault_RNA_proportion	Y_RNA_proportion	total_genes	label	species_name
mastacembelus armatus	GCA_900324485.2	591951587	591951587	NA	NA	NA	NA	NA	NA	NA	22364	815	453	349	13	210	60604	29450	NA	NA	NA	591935101	578703761	25090313	236	0	122	358	8014513	25	3125713	1057340	11	21328623	19675934	24	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	0	0	0	0	0	0	0	0	3	0	0	0	45	0	0	346	0	106	13	0	0	0	0	0	0	3	0	22310	207	3	51	0	9	0	0	0	178	103	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0.000128265423917226	0	0	0	0.00192398135875839	0	0	0.0147932788917867	0	0.00453204497840865	0.000555816836974646	0	0	0	0	0	0	0.000128265423917226	0	0.953867202531104	0.0088503142502886	0.000128265423917226	0.00218051220659284	0	0.000384796271751678	0	0	0	0.00761041515242208	0.00440377955449143	0	0	0	0	0.000256530847834452	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171020565222968	8.5510282611484e-05	23389	Actinopteri	M.armatus
meleagris gallopavo	GCA_000146605.4	1115474681	1115474681	NA	NA	NA	NA	NA	NA	NA	16226	1585	543	1038	4	159	30708	64992	5550	NA	NA	1115474681	1080180254	3898092	62525	2520	187695	250220	27076	11318	11675	1635	80	890857	5758	33	1	0	0	0	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034	0	156	4	2	22	0	0	0	0	3	0	16226	156	4	52	0	15	0	0	0	202	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575403450194769	0	0.00868113522537563	0.000222593210907067	0.000111296605453534	0.00122426265998887	0	0	0	0	0.000166944908180301	0	0.902949360044519	0.00868113522537563	0.000222593210907067	0.00289371174179188	0	0.000834724540901503	0	0	0	0.0112409571508069	0.00500834724540901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56483027267668e-05	0.000166944908180301	17970	Aves	M.gallopavo
meriones unguiculatus	GCA_002204375.1	2523124066	2523124066	NA	NA	NA	NA	NA	NA	NA	21140	4013	2951	530	532	592	35821	67621	NA	NA	NA	2523107715	2402553580	374687	75064	0	68792	143856	46546	11954	18280	7392	1538	123971	32714	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Meriones	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mammalia	M.unguiculatus
mesocricetus auratus	GCA_000349665.1	2504925039	2504925039	NA	NA	NA	NA	NA	NA	NA	18257	3720	2995	23	702	306	29936	49829	NA	NA	NA	2504908775	2076159990	12753307	216216	0	21483	237699	22512	25781	10317	4283	57	7134131	2084661	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Mesocricetus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	702	2	22	0	0	0	0	56	0	18257	250	23	477	0	49	0	0	0	621	1049	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346452452542297	0.0315038370057892	8.97545213840147e-05	0.000987299735224162	0	0	0	0	0.00251312659875241	0	0.819324148453978	0.0112193151730018	0.00103217699591617	0.0214064533500875	0	0.00219898577390836	0	0	0	0.0278687788897366	0.0470762464659157	0.000134631782076022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22283	Mammalia	M.auratus
monodelphis domestica	GCA_000002295.1	3600504728	3600504728	NA	NA	NA	NA	NA	NA	NA	21384	12735	1832	10869	34	866	58883	43478	1196696	NA	NA	3600487649	3501643220	527952102	67676	0	5137	72811	107990	9459	55239	26141	3	304825324	260857928	9	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10867	0	641	34	2	22	0	0	0	0	535	0	21380	331	2	45	0	20	0	0	0	278	801	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	5.71673574389024e-05	0	0	0.310618836644276	0	0.0183221380591682	0.000971845076461341	5.71673574389024e-05	0.000628840931827926	0	0	0	0	0.0152922681149064	0	0.611119051021866	0.00946119765613834	5.71673574389024e-05	0.0012862655423753	0	0.000571673574389024	0	0	0	0.00794626268400743	0.0228955266542804	0	0	0	0	0	0	5.71673574389024e-05	0	0	0	0	0	0	0	0	0	0	0	0.000371587823352866	0.000285836787194512	34985	Mammalia	M.domestica
monopterus albus	GCA_001952655.1	684144148	684144148	NA	NA	NA	NA	NA	NA	NA	22145	527	505	2	20	36	33565	33206	NA	NA	NA	684127526	629299392	2106322	51257	0	20621	71878	22239	8438	11469	5385	87	954809	406785	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Synbranchidae	Monopterus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Actinopteri	M.albus
mus musculus	GCA_000001635.9	2728222451	2728222451	NA	NA	NA	NA	NA	NA	NA	22202	17637	5526	11549	562	13653	149482	NA	104592000	791878	NA	2728222451	2654621837	106145001	204	143	102	306	59462871	15	31200885	16419772	11	82274824	44068269	22	1	0	3	0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	0	0	0	0	13	1	19	4	14	0	4	1	218	158	0	11527	0	2206	562	2	22	0	0	0	0	9995	0	21959	62	22	354	0	51	1	0	0	1507	1381	2	3237	8	4	70	10	144	34	304	28	274	0	2	0	0	61	0	2719	0	0	0	0	0	0	0.000228150228150228	1.75500175500176e-05	0.000333450333450333	7.02000702000702e-05	0.000245700245700246	0	7.02000702000702e-05	1.75500175500176e-05	0.00382590382590383	0.00277290277290277	0	0.202299052299052	0	0.0387153387153387	0.00986310986310986	3.51000351000351e-05	0.000386100386100386	0	0	0	0	0.175412425412425	0	0.385380835380835	0.00108810108810109	0.000386100386100386	0.00621270621270621	0	0.000895050895050895	1.75500175500176e-05	0	0	0.0264478764478764	0.0242365742365742	3.51000351000351e-05	0.0568094068094068	0.00014040014040014	7.02000702000702e-05	0.00122850122850123	0.000175500175500175	0.00252720252720253	0.000596700596700597	0.00533520533520533	0.000491400491400491	0.00480870480870481	0	3.51000351000351e-05	0	0	0.00107055107055107	0	0.0477184977184977	0	0	56980	Human & Mouse	M.musculus
mus spretus	GCA_001624865.1	2625571169	2625571169	NA	NA	NA	NA	NA	NA	NA	20234	10598	4298	5762	538	5684	100839	49996	NA	NA	NA	2625587472	2338264942	131945496	274989	0	5404	280393	17887	37990	9379	4593	9	117181667	94415995	21	1	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	2	2061	0	12	10	1	4	1	11	0	1	0	77	76	2720	0	1	1614	538	0	10	0	0	17	0	4549	693	19905	111	18	280	0	49	0	235	20	1214	1129	2	2041	5	4	68	9	89	25	126	1	64	0	0	0	0	14	43	707	0	0	5.18712555437404e-05	0.0534533288378245	0	0.000311227533262443	0.000259356277718702	2.59356277718702e-05	0.000103742511087481	2.59356277718702e-05	0.000285291905490572	0	2.59356277718702e-05	0	0.00199704333843401	0.00197110771066214	0.070544907539487	0	2.59356277718702e-05	0.0418601032237985	0.0139533677412662	0	0.000259356277718702	0	0	0.000440905672121794	0	0.117981170734238	0.0179733900459061	0.516248670799077	0.00287885468267759	0.000466841299893664	0.00726197577612366	0	0.00127084576082164	0	0.0060948725263895	0.000518712555437404	0.0314858521150504	0.0292813237544415	5.18712555437404e-05	0.0529346162823871	0.000129678138859351	0.000103742511087481	0.00176362268848717	0.000233420649946832	0.00230827087169645	0.000648390694296755	0.00326788909925565	2.59356277718702e-05	0.00165988017739969	0	0	0	0	0.000363098788806183	0.00111523199419042	0.0183364888347122	0	0	38557	Mammalia	M.spretus
mustela putorius furo	GCA_000215625.1	2410758013	2410758013	NA	NA	NA	NA	NA	NA	NA	19910	11860	3182	8246	432	287	33567	48640	NA	NA	NA	2410863155	2278011712	9335154	109700	0	7782	117482	44823	14472	22182	10186	70	5404178	2127079	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8246	0	0	818	432	0	0	0	0	0	0	17	0	19910	270	0	504	0	0	0	0	0	612	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257229310291044	0	0	0.0255170477586799	0.0134759958823346	0	0	0	0	0	0	0.000530305393517796	0	0.621081199114078	0.00842249742645912	0	0.015721995196057	0	0	0	0	0	0.0190909941666407	0.0389306547711888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32057	Mammalia	M.putorius
myotis lucifugus	GCA_000147115.1	2034575300	2034575300	NA	NA	NA	NA	NA	NA	NA	19728	4408	3962	NA	446	1713	26840	68558	NA	NA	NA	2034575300	1966419868	4293315	61131	0	11654	72785	64330	8574	30270	12319	106	1362160	232237	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785	446	0	0	0	0	0	0	141	0	19728	1572	0	171	0	0	0	0	0	1406	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303686796394445	0.0172540523811366	0	0	0	0	0	0	0.00545475647026964	0	0.763201671244536	0.0608147317110913	0	0.00661534295330574	0	0	0	0	0	0.0543928198382916	0.061897945761925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25849	Mammalia	M.lucifugus
neolamprologus brichardi	GCA_000239395.1	847910432	847910432	NA	NA	NA	NA	NA	NA	NA	23596	776	759	3	14	39	32961	36842	NA	NA	NA	847893845	685907315	4430025	109098	0	9098	118196	13047	13506	5200	1935	50	1741065	469372	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Neolamprologus	0	0	0	0	0	0	0	0	4	0	0	0	22	0	0	0	0	360	14	2	22	0	0	0	0	0	0	23568	39	3	123	0	7	0	0	0	202	42	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163860554667978	0	0	0	0.000901233050673877	0	0	0	0	0.014747449920118	0.000573511941337921	8.19302773339888e-05	0.000901233050673877	0	0	0	0	0	0	0.965466388103724	0.00159764040801278	0.000122895416000983	0.00503871205604031	0	0.000286755970668961	0	0	0	0.00827495801073287	0.00172053582401376	4.09651386669944e-05	0	0	0	8.19302773339888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24411	Actinopteri	N.brichardi
nothobranchius furzeri	GCA_001465895.2	1242518059	1242518059	NA	NA	NA	NA	NA	NA	NA	23428	1402	344	1048	10	645	57281	54597	NA	NA	NA	1242498532	856810559	15858201	68928	116	6012	74940	19950	12601	10598	5454	25	5659828	145678	19	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	1044	0	62	10	2	23	0	0	0	0	29	0	23421	616	4	23	0	9	0	0	0	152	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	7.85083415112856e-05	0	0	0	0.000196270853778214	0	0	0.0409813542688911	0	0.00243375858684985	0.000392541707556428	7.85083415112856e-05	0.000902845927379784	0	0	0	0	0.00113837095191364	0	0.91937193326791	0.024180569185476	0.000157016683022571	0.000902845927379784	0	0.000353287536800785	0	0	0	0.0059666339548577	0.0024730127576055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353287536800785	3.92541707556428e-05	25475	Actinopteri	N.furzeri
numida meleagris	GCA_002078875.2	1043264150	1043264150	NA	NA	NA	NA	NA	NA	NA	15661	7507	494	6886	127	89	40117	36491	NA	NA	NA	1043264150	1023144302	7868035	13275	273	2739	16014	234926	1259	115936	51468	41	2828415	1213721	32	1	0	0	0	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Numididae	Numida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aves	N.meleagris
oncorhynchus kisutch	GCA_002021735.2	2375894934	2375894934	NA	NA	NA	NA	NA	NA	NA	43940	6503	3885	2397	221	561	126176	65133	NA	NA	NA	2375911594	2375443194	68265700	4684	0	4087	8771	1159298	458	365102	120463	15	47277920	586606	31	1	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	0	0	0	0	0	0	30	0	3	0	0	0	39	0	0	2353	0	301	221	0	0	0	0	0	0	49	0	43835	512	44	1973	0	18	0	0	0	828	673	0	0	0	0	1	0	32	0	0	0	0	0	0	0	0	0	0	0	90	2	0	0	0	0	0	0	0.000588189161634382	0	5.88189161634382e-05	0	0	0	0.000764645910124696	0	0	0.0461336365775233	0	0.00590149792173163	0.00433299349070661	0	0	0	0	0	0	0.000960708964002823	0	0.859442396674771	0.0100384283585601	0.00086267743706376	0.0386832405301545	0	0.000352913496980629	0	0	0	0.0162340208611089	0.013195043525998	0	0	0	0	1.96063053878127e-05	0	0.000627401772410007	0	0	0	0	0	0	0	0	0	0	0	0.00176456748490314	3.92126107756254e-05	51004	Actinopteri	O.kisutch
oncorhynchus tshawytscha	GCA_002872995.1	2425713975	2425713975	NA	NA	NA	NA	NA	NA	NA	42415	4823	1376	3424	23	760	113653	71948	NA	NA	NA	2425697331	2359029986	1728323	53539	1916	15945	69484	133169	4051	39647	15880	336	465419	144926	34	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	0	0	0	0	0	0	17	0	3	0	0	0	33	0	0	3409	0	298	23	2	22	0	0	0	0	16	0	42356	744	15	36	0	19	0	0	0	618	351	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	26	4	0	0	0	0	0	0	0.000354181424226009	0	6.25026042751781e-05	0	0	0	0.000687528647026959	0	0	0.0710237926580274	0	0.00620859202466769	0.000479186632776366	4.16684028501188e-05	0.000458352431351306	0	0	0	0	0.00033334722280095	0	0.882453435559815	0.0155006458602442	0.000312513021375891	0.000750031251302138	0	0.000395849827076128	0	0	0	0.0128755364806867	0.00731280470019584	0	0	0	0	4.16684028501188e-05	0	8.33368057002375e-05	0	0	0	0	0	0	0	0	0	0	0	0.000541689237051544	8.33368057002375e-05	47998	Actinopteri	O.tshawytscha
oreochromis niloticus	GCA_001858045.3	1005681550	1005681550	NA	NA	NA	NA	NA	NA	NA	28189	4973	2346	2581	46	275	82099	49268	NA	NA	NA	1005664923	1005609923	38839487	550	0	2459	3009	2923640	96	1156674	321879	11	35549522	30527416	22	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	0	0	0	0	0	0	0	0	10	0	0	0	32	0	0	2578	0	860	46	2	22	0	0	0	0	23	0	28142	252	3	799	0	7	0	0	0	186	467	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0.000299069892633909	0	0	0	0.000957023656428507	0	0	0.0771002183210216	0	0.0257200107665161	0.00137572150611598	5.98139785267817e-05	0.000657953763794599	0	0	0	0	0.00068786075305799	0	0.841642491850345	0.0075365612943745	8.97209677901726e-05	0.0238956844214493	0	0.000209348924843736	0	0	0	0.0055627000029907	0.0139665639860035	0	0	0	0	0.000149534946316954	0	0	0	0	0	0	0	0	0	0	0	0	0	5.98139785267817e-05	2.99069892633909e-05	33437	Actinopteri	O.niloticus
oryctolagus cuniculus	GCA_000003625.1	2737490501	2737490501	NA	NA	NA	NA	NA	NA	NA	20612	8319	2520	5736	63	656	51853	55138	NA	NA	NA	2737473256	2604006039	35972871	80706	83	3318	84024	64648	12076	34412	16954	22	13109265	1442626	23	1	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	5729	0	288	63	2	22	0	0	0	0	129	0	20599	527	7	31	0	32	0	0	0	835	1293	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	3.37986277757123e-05	0	0	0	0	0	0	0	0.000101395883327137	0	0	0.193632338527056	0	0.00973400479940514	0.00212931354986988	6.75972555514246e-05	0.000743569811065671	0	0	0	0	0.00436002298306689	0	0.696217933551898	0.0178118768378004	0.000236590394429986	0.00104775746104708	0	0.00108155608882279	0	0	0	0.0282218541927198	0.043701625713996	0	0	3.37986277757123e-05	0	0.000236590394429986	0	3.37986277757123e-05	0	0	0	0	0	0	0	0	0	0	0	0.000202791766654274	0.000371784905532835	29587	Mammalia	O.cuniculus
oryzias latipes	GCA_002234675.1	734057086	734057086	NA	NA	NA	NA	NA	NA	NA	23622	716	654	3	59	27	38211	43422	NA	NA	NA	734040372	733549372	31218526	491	0	24	515	2530934	88	1334310	653348	11	28976614	25379070	24	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0	230	59	2	22	0	0	0	0	1	0	23600	26	3	63	0	8	0	0	0	189	99	41	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123127436897189	0	0	0	0.000656679663451672	0	0	0	0	0.00943977016211779	0.00242150625897804	8.20849579314591e-05	0.00090293453724605	0	0	0	0	4.10424789657295e-05	0	0.968602503591217	0.00106710445310897	0.000123127436897189	0.00258567617484096	0	0.000328339831725836	0	0	0	0.00775702852452288	0.00406320541760722	0.00168274163759491	0	0	0	0.000123127436897189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24365	Actinopteri	O.latipes
phascolarctos cinereus	GCA_002099425.1	3192581492	3192581492	NA	NA	NA	NA	NA	NA	NA	19833	5133	1369	2993	771	511	45693	45447	NA	NA	NA	3192565135	3192565135	11587828	0	0	1906	1906	11587828	85	6857650	3373160	85	6857650	3373160	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Mammalia	Diprotodontia	Phascolarctidae	Phascolarctos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2988	0	128	771	2	22	0	0	0	0	131	0	19832	380	5	205	0	23	0	0	0	314	673	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117282254582565	0	0.0050241394198689	0.0302625897868666	7.85021784354516e-05	0.000863523962789967	0	0	0	0	0.00514189268752208	0	0.778427601365938	0.0149154139027358	0.000196255446088629	0.00804647328963379	0	0.000902775052007693	0	0	0	0.0123248420143659	0.0264159830435295	7.85021784354516e-05	0	0	0	0	0	3.92510892177258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	25477	Mammalia	P.cinereus
pogona vitticeps	GCA_900067755.1	1816116151	1816116151	NA	NA	NA	NA	NA	NA	NA	19580	6092	2161	3748	183	51	43109	114422	NA	NA	NA	1816116151	1747559597	2290546	85930	0	545310	631240	33259	15328	16239	5141	219	914075	200992	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Pogona	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lepidosauria	P.vitticeps
pundamilia nyererei	GCA_000239375.1	830133247	830133247	NA	NA	NA	NA	NA	NA	NA	23501	744	726	3	15	27	32924	36022	NA	NA	NA	830133247	698761080	2525540	60817	0	7236	68053	22622	8701	10804	4784	93	1018968	259694	0	0	0	0	0	Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Pundamilia	0	0	0	0	0	0	0	0	5	0	0	0	21	0	0	0	0	373	15	0	0	0	0	0	0	0	0	23473	27	3	112	0	9	0	0	0	196	35	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205998681608438	0	0	0	0.000865194462755438	0	0	0	0	0.0153675016479895	0.000617996044825313	0	0	0	0	0	0	0	0	0.967081410678972	0.00111239288068556	0.000123599208965063	0.004614370468029	0	0.000370797626895188	0	0	0	0.00807514831905076	0.00144199077125906	4.11997363216875e-05	0	0	0	8.23994726433751e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24272	Actinopteri	P.nyererei
tursiops truncatus	NA	2521923936	2521923936	NA	NA	NA	NA	NA	NA	NA	16550	3790	3662	NA	128	925	21326	57918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Delphinidae	Tursiops	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	128	2	22	0	0	0	0	0	0	16550	925	0	734	0	0	0	0	0	802	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051775217493534	0.00601928050787679	9.40512579355749e-05	0.00103456383729132	0	0	0	0	0	0	0.778274159416882	0.0434987067952034	0	0.034516811662356	0	0	0	0	0	0.0377145544321655	0.0470726545967552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21265	Mammalia	T.truncatus
